'AdGroupId';'CampaignId';'Id';'Keyword';'ServingStatus';'State';'Status';'StrategyPriority'
3767436593;42244009;16348493015;'фас тарифы -жкх';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767436593;42244009;16348696779;'фас тарифы жкх';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470344;42244009;16348696780;'определение суд экспертизы';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470344;42244009;16348696782;'определение суда +о назначении экспертизы';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470345;42244009;16348696783;'жкх последние изменения';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470345;42244009;16348696784;'изменение тарифов жкх -2019 -январь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470345;42244009;16348696785;'изменения +в жкх -2017 -оплата -1';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470346;42244009;16348696787;'оплата жкх -комиссия -через -услуга -интернет -без -2019 -карта -2018';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470346;42244009;16348696788;'стоимость услуг жкх';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470347;42244009;16348696789;'независимая экспертиза +для суда';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470348;42244009;16348696790;'коммунальные услуги споры';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470348;42244009;16348696792;'коммунальные услуги споры +по оплате';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470348;42244009;16348696793;'коммунальные услуги жкх -оплата -пенсионер -тариф -цена';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470348;42244009;16348696794;'оплата коммунальных услуг жкх';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470348;42244009;16348696795;'перерасчет +за коммунальные услуги жкх';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470349;42244009;16348696797;'расчет потерь электроэнергии -минэнерго -калькулятор -формула -пример';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470350;42244009;16348696798;'+как оспорить тариф -мусор';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470350;42244009;16348696799;'оспорить тарифы управляющей компании';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470351;42244009;16348696801;'жкх подали +в суд';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470351;42244009;16348696802;'жкх суд';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470352;42244009;16348696803;'судебная практика +по жкх';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470352;42244009;16348696804;'судебная практика жкх -!по';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470352;42244009;16348696806;'суд экспертиза -заключение -рф -судебный -арбитражный -верховный -определение -решение -ходатайство';'ELIGIBLE';'SUSPENDED';'ACCEPTED';'NORMAL'
3767470352;42244009;16348696807;'суд экспертизы рф';'ELIGIBLE';'SUSPENDED';'ACCEPTED';'NORMAL'
3767470352;42244009;16348696808;'судебная экспертиза суд -назначении';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470352;42244009;16348696809;'судом заключения экспертизы';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470353;42244009;16348696811;'потери воды -расчет -транспортировка -дыхание';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470353;42244009;16348696812;'потери электроэнергии -расчет';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696813;'тариф тко -2019 -единый -свердловский';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696814;'тариф тко +по областям';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696816;'тариф тко 2019';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696817;'тарифы +в области обращения +с тко';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696818;'тарифы +на вывоз тко';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696819;'тариф тко свердловская область';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696821;'тарифы регионального оператора +по тко';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696822;'тарифы тко московская область';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696823;'тарифы тко свердловская -область';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696825;'тко +с 2019 года тариф';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696826;'региональный оператор +по вывозу тко';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696827;'региональный оператор +по обращению +с тко';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696828;'региональный оператор тко';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696829;'обращение +с тко тариф московская область';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696831;'обращение +с тко тарифы';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696832;'единый тариф тко';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696833;'норматив тко -накопление';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470354;42244009;16348696834;'нормативы накопления тко';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470355;42244009;16348696836;'сбытовая надбавка -2019';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470355;42244009;16348696837;'сбытовые надбавки 2019';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470356;42244009;16348696838;'бесплатная консультация +по жкх';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470356;42244009;16348696840;'консультация +по вопросам жкх';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470356;42244009;16348696841;'консультация +по жкх -бесплатный -вопрос';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470357;42244009;16348696842;'расчет потерь воды';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470358;42244009;16348696843;'расчет жкх -2019';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470358;42244009;16348696845;'расчет жкх 2019';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470359;42244009;16348696846;'решение суда +по судебной экспертизе';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470359;42244009;16348696847;'решение суда экспертиза';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470359;42244009;16348696848;'проведение экспертизы +в суде';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470359;42244009;16348696850;'арбитражный суд экспертиза';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470359;42244009;16348696851;'верховный суд экспертиза';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470360;42244009;16348696852;'суд +за неуплату электроэнергии';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470360;42244009;16348696854;'суд +по электроэнергии';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470360;42244009;16348696855;'суд отключение электроэнергии';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470360;42244009;16348696856;'суд тариф';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470360;42244009;16348696857;'суд ходатайство экспертиза';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470361;42244009;16348696858;'назначение судебной экспертизы судом';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470361;42244009;16348696859;'назначение экспертизы +в суде';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470362;42244009;16348696861;'вопросы +по жкх -консультация';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767470362;42244009;16348696862;'горячая линия +по вопросам жкх';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767569390;42246484;16349442524;'аудиторская компания +в Перми';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585613;42246484;16349641863;'аудиторская проверка -ооо -сколько -стоить';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585614;42246484;16349641864;'[аудит Пермь]';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641865;'Финансовый аудит компании';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641866;'Налоговый аудит организации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641867;'Финансовый аудит предприятия';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641868;'Бухгалтерский аудит стоимость';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641869;'Инициативный аудит организации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641870;'Финансовый аудит организации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641871;'Юридический аудит компании';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641872;'Бухгалтерский аудит предприятия';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641873;'Бухгалтерский аудит бизнеса';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641874;'Налоговый аудит компании';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641875;'Налоговый аудит стоимость';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641876;'Юридический аудит бизнеса';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641877;'Финансовый аудит учреждений';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641878;'Экономический аудит организации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641879;'Экономический аудит бухгалтерии';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641880;'Экономический аудит компании';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585615;42246484;16349641881;'Бухгалтерский аудит организации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585616;42246484;16349641882;'аудит налогового учета';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585617;42246484;16349641883;'анализ бухгалтерской финансовой отчетности';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585617;42246484;16349641884;'анализ бухгалтерской отчетности предприятия';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585617;42246484;16349641885;'анализ бухгалтерского учета организации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585618;42246484;16349641886;'Оптимизация налогообложения';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585619;42246484;16349641887;'Проведение инвентаризации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585619;42246484;16349641888;'Инвентаризация +на предприятии';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585619;42246484;16349641889;'Стоимость инвентаризации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585619;42246484;16349641890;'Инвентаризация Пермь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585619;42246484;16349641891;'Инвентаризация цены';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585621;42246484;16349641892;'Обязательный аудит компании';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585621;42246484;16349641893;'Обязательный аудит стоимость';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585621;42246484;16349641894;'Обязательный аудит бизнеса';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585621;42246484;16349641895;'Обязательный аудит цена';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585621;42246484;16349641896;'Обязательный аудит организации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585621;42246484;16349641897;'Обязательный аудит предприятия';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585622;42246484;16349641898;'Инициативный аудит Пермь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585622;42246484;16349641899;'инициативный аудит -пермь -организации';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585623;42246484;16349641900;'аудиторская фирма услуги';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585623;42246484;16349641901;'аудиторская фирма пермь -+в';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585624;42246484;16349641902;'Проверка компании г. Пермь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585624;42246484;16349641903;'Проверка организации г. Пермь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585624;42246484;16349641904;'Проверка предприятия г. Пермь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585624;42246484;16349641905;'Проверка учреждений г. Пермь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585625;42246484;16349641906;'Аудиторские услуги цена';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585625;42246484;16349641907;'Аудиторские услуги заказ';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585625;42246484;16349641908;'услуги аудиторов пермь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585625;42246484;16349641909;'Аудиторские услуги стоимость -компания';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585625;42246484;16349641910;'Аудиторские услуги пермь -+в';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585626;42246484;16349641911;'аудиторская компания консультация';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585626;42246484;16349641912;'аудиторская компания услуги -стоимость';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585626;42246484;16349641913;'аудиторская компания стоимость услуг';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585626;42246484;16349641914;'аудиторская компания -консультация -услуга -перми -хороший';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585627;42246484;16349641915;'Аудиторское обслуживание -пермь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585627;42246484;16349641916;'Аудиторское обслуживание Пермь';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585627;42246484;16349641917;'Аудиторские услуги +в Перми';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585627;42246484;16349641918;'Аудиторские услуги -заказ -компания -организации -перми -стоимость -фирма -цены';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585627;42246484;16349641919;'аудиторский компания хороший';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585628;42246484;16349641920;'аудиторская проверка ооо -сколько -стоить';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585628;42246484;16349641921;'аудиторская проверка ооо стоить -сколько';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
3767585628;42246484;16349641922;'аудиторская проверка сколько -ооо -стоить';'ELIGIBLE';'ON';'ACCEPTED';'NORMAL'
